name,shop_type,address,housenumber,street,city,state,postcode,lat,lon,phone,website,opening_hours,services,is_transmission_specialist,osm_type,osm_id,osm_url
Heartland Tire & Treads,tyres,"6223 Grover Street, Omaha, NE 68106",6223,Grover Street,Omaha,NE,68106,41.2247962,-96.008754,+1-402-393-8900,https://heartland-tire.com/,Mo-Fr 07:00-17:00; Sa 07:00-12:00,,False,way,805819178,https://www.openstreetmap.org/way/805819178
Heikes Automotive,car_repair,,,,,,,42.2331852,-97.0174725,,,,,False,node,3790043233,https://www.openstreetmap.org/node/3790043233
Hespe Auto Center,car_repair,"121 South Linden Street, Springview, NE 68778",121,South Linden Street,Springview,NE,68778,42.823651,-99.7497175,+1-402-497-3855,,,,False,way,711160573,https://www.openstreetmap.org/way/711160573
Hintz Auto Repair,car_repair,"108 East Glenmore Drive, Gretna, NE 68028",108,East Glenmore Drive,Gretna,NE,68028,41.1452126,-96.2380647,,,,,False,node,6418676360,https://www.openstreetmap.org/node/6418676360
HIS Auto Care,car_repair,,,,,,,40.7847314,-96.6245399,,,,,False,node,4245293565,https://www.openstreetmap.org/node/4245293565
Hoffart Repair,car_repair,,,,,,,42.3500729,-97.7932378,,,,,False,way,545324629,https://www.openstreetmap.org/way/545324629
Hordville Shop,car_repair,,,,,,,41.0758201,-97.8859743,,,,,False,node,1673611203,https://www.openstreetmap.org/node/1673611203
House of Mufflers & Brakes,car_repair,"13102 West Dodge Road, 68154",13102,West Dodge Road,,,68154,41.2641195,-96.1167014,,,,,False,way,178430445,https://www.openstreetmap.org/way/178430445
House of Mufflers and Brakes,car_repair,"2920 Cornhusker Highway, Lincoln, NE 68504",2920,Cornhusker Highway,Lincoln,NE,68504,40.8432098,-96.677433,+1-402-467-4359,http://www.houseofmufflers.net,Mo-Fr 08:00-17:30,Brakes; Exhausts,False,way,992029319,https://www.openstreetmap.org/way/992029319
Huber Cadillac Service,car_repair,"11102 West Dodge Road, Omaha, NE 68154",11102,West Dodge Road,Omaha,NE,68154,41.264304,-96.0893917,+1-877-229-7073,http://www.hubercadillac.net/service,,,False,node,4115540077,https://www.openstreetmap.org/node/4115540077
Huber Chevrolet Service,car_repair,"11102 West Dodge Road, Omaha, NE 68154",11102,West Dodge Road,Omaha,NE,68154,41.2649089,-96.0886259,+1-402-206-2119,https://www.hubercars.net/,,,False,node,4115541036,https://www.openstreetmap.org/node/4115541036
Huncho Tints,car_repair,"720 North Frontier Drive, Papillion, NE 68046",720,North Frontier Drive,Papillion,NE,68046,41.1643872,-96.0537311,,,,,False,node,13036865984,https://www.openstreetmap.org/node/13036865984
inMOTION Auto Care,car_repair,"131 Russwood Parkway, Lincoln, NE 68505",131,Russwood Parkway,Lincoln,NE,68505,40.8147052,-96.6086764,+1-402-802-9380,https://www.inmotionautocare.com/,Mo-Fr 07:30-17:30,,False,way,567386872,https://www.openstreetmap.org/way/567386872
Insta-Lube,car_repair,"13004 West Dodge Road, 68154",13004,West Dodge Road,,,68154,41.2637257,-96.1155636,,,,,False,way,178431373,https://www.openstreetmap.org/way/178431373
Insta-Lube,car_repair,"5802 Center Street, Omaha, NE 68106",5802,Center Street,Omaha,NE,68106,41.238084,-96.0030417,+1-402-553-6851,https://instalubeoil.com/,Tu-Fr 08:00-18:00; Sa 08:00-17:00; Su 10:00-16:00,Oil change,False,way,806248571,https://www.openstreetmap.org/way/806248571
Inter-Tech Collision Center,car_repair,"15555 Q Street, Omaha, NE 68137",15555,Q Street,Omaha,NE,68137,41.2048729,-96.1575689,,,,,False,way,616812325,https://www.openstreetmap.org/way/616812325
Inter-Tech Collision Center,car_repair,"5638 Center Street, Omaha, NE 68106",5638,Center Street,Omaha,NE,68106,41.2381551,-96.0013662,+1-402-898-8900,https://intertechcollision.com/,Mo-Fr 07:30-17:30,,False,way,806248573,https://www.openstreetmap.org/way/806248573
J & K Auto,car_repair,,,,,,,42.7507955,-98.030422,,,,,False,node,6711364784,https://www.openstreetmap.org/node/6711364784
Jack's Tire Services,tyres,"2840 South Locust Street, Grand Island, NE 68801",2840,South Locust Street,Grand Island,NE,68801,40.8936307,-98.3403501,,https://jackstireco.com/,,,False,node,8758746824,https://www.openstreetmap.org/node/8758746824
Janssen & Sons Ford,car_repair,,,,,,,40.4369791,-99.3883257,,,,,False,node,3825937886,https://www.openstreetmap.org/node/3825937886
JD's Ace Body Shop,car_repair,,,,,,,41.8596814,-103.6494877,,,,Body work,False,way,558062087,https://www.openstreetmap.org/way/558062087
Jensen Tire,car_repair,"11342 South 96th Street, Papillion, NE 68046",11342,South 96th Street,Papillion,NE,68046,41.1444943,-96.0646351,,,,,False,node,6479319631,https://www.openstreetmap.org/node/6479319631
Jensen Tire & Auto,car_repair,"1412 North 203rd Street, Elkhorn 68022",1412,North 203rd Street,Elkhorn,,68022,41.2727435,-96.2338378,,,Mo-Fr 07:00-18:00,,False,node,4061081280,https://www.openstreetmap.org/node/4061081280
Jensen Tire & Auto,car_repair,"707 North 120th Street, Omaha, NE 68154",707,North 120th Street,Omaha,NE,68154,41.2652874,-96.0998826,+1-402-496-2450,https://www.jensentireandauto.com/,,,False,node,4118311498,https://www.openstreetmap.org/node/4118311498
Jensen Tire & Auto,car_repair,"245 East Military Avenue, Fremont 68025",245,East Military Avenue,Fremont,,68025,41.435385,-96.4951709,,,,,False,node,4945022169,https://www.openstreetmap.org/node/4945022169
Jensen Tire & Auto,car_repair,"16755 Monroe Street, Omaha, NE 68135",16755,Monroe Street,Omaha,NE,68135,41.1932347,-96.1769547,,,,,False,way,181674361,https://www.openstreetmap.org/way/181674361
Jensen Tire & Auto,car_repair,,,,,,,41.2326211,-96.0437499,,,,,False,way,267237098,https://www.openstreetmap.org/way/267237098
Jensen Tire & Auto,car_repair,"2010 Harney Street, Omaha, NE 68102",2010,Harney Street,Omaha,NE,68102,41.2569,-95.9428844,+1 402 342 5076,https://jensentireandauto.com/locations/2010-harney-street/,,Tyre Change; Tyre Mounting; Tyre Rotation; Tires; Tyres Balance,False,way,466422404,https://www.openstreetmap.org/way/466422404
Jensen Tire & Auto,car_repair,"2733 North 83rd Street, Lincoln, NE 68507",2733,North 83rd Street,Lincoln,NE,68507,40.8403644,-96.6077499,+1-402-464-0006,https://jensentireandauto.com/locations/2733-north-83rd-street/,Mo-Fr 07:00-18:00,Brakes; Oil change; Tires,False,way,568632787,https://www.openstreetmap.org/way/568632787
Jensen Tire & Auto,tyres,,,,,,,41.2621891,-96.1598846,,,,,False,way,575338230,https://www.openstreetmap.org/way/575338230
Jensen Tire & Auto,car_repair,,,,,,,41.2039398,-96.1379458,,,,,False,way,602241056,https://www.openstreetmap.org/way/602241056
Jensen's Tire & Auto,car_repair,"2845 South 168th Street, 68130",2845,South 168th Street,,,68130,41.2334009,-96.175663,,,,,False,way,180653766,https://www.openstreetmap.org/way/180653766
Jiffy Lube,car_repair,"2908 Samson Way, Bellevue, NE 68123",2908,Samson Way,Bellevue,NE,68123,41.1387719,-95.9569926,+14022921241,https://www.jiffylube.com/locations/ne/bellevue/3439,,,False,node,3749366957,https://www.openstreetmap.org/node/3749366957
Jiffy Lube,car_repair,"4800 Old Cheney Road, Lincoln, NE 68516",4800,Old Cheney Road,Lincoln,NE,68516,40.7555452,-96.6534935,+1 402-875-7800,https://lincoln.jiffylube.com/locations/store/3410/4800-old-chaney-rd-lincoln-ne-68516-3139,Su 09:00-17:00; Mo-Sa 07:00-19:00,,False,node,4247868501,https://www.openstreetmap.org/node/4247868501
Jiffy Lube,car_repair,"5111 O Street, Lincoln, NE 68510",5111,O Street,Lincoln,NE,68510,40.8131329,-96.6503494,+1-402-875-7804,,Mo-Fr 08:00-18:00; Sa 07:00-17:00,General repairs,False,node,10704767716,https://www.openstreetmap.org/node/10704767716
Jiffy Lube,car_repair,"18240 Wright Street, 68130",18240,Wright Street,,,68130,41.2334246,-96.1996136,,,,,False,way,180666915,https://www.openstreetmap.org/way/180666915
Jiffy Lube,car_repair,,,,,,,41.2067067,-96.1278645,,,,,False,way,184102279,https://www.openstreetmap.org/way/184102279
Jiffy Lube,car_repair,"3250 O Street, Lincoln, NE 68510",3250,O Street,Lincoln,NE,68510,40.8137725,-96.6732016,+1-402-875-7802,https://www.jiffylube.com/,Mo-Fr 08:00-18:00; Sa 07:00-17:00,Batteries; Engine Repair; Filters; Fluid Changes; Inspection; Oil change; Tires,False,way,365875613,https://www.openstreetmap.org/way/365875613
Jiffy Lube,car_repair,,,,,,,41.246662,-96.1003324,,,,,False,way,408142178,https://www.openstreetmap.org/way/408142178
Jiffy Lube,car_repair,"2402 South 48th Street, Lincoln, NE 68506",2402,South 48th Street,Lincoln,NE,68506,40.7878864,-96.6533925,,,,,False,way,697252109,https://www.openstreetmap.org/way/697252109
jiffy lube,car_repair,"925 North Adams Street, Papillion, NE 68046",925,North Adams Street,Papillion,NE,68046,41.1711022,-96.0440086,,,,,False,way,729120617,https://www.openstreetmap.org/way/729120617
JK Automotive,car_repair,,,,,,,41.843041,-103.6634993,,,,,False,way,558040849,https://www.openstreetmap.org/way/558040849
John's Ford,car_repair,,,,,,,40.4922249,-98.9529281,,,,,False,node,3827980394,https://www.openstreetmap.org/node/3827980394
Kaiser Tire,tyres,"1115 West 3rd Street, Alliance, NE 68301",1115,West 3rd Street,Alliance,NE,68301,42.0964479,-102.886337,+1-308-762-1689,https://www.kaisertirellc.com,Mo-Fr 07:00-17:00,,False,node,10743666283,https://www.openstreetmap.org/node/10743666283
Kallhoff Auto Repair,car_repair,"6000 West Adams Street, Lincoln, NE 68524",6000,West Adams Street,Lincoln,NE,68524,40.8438904,-96.8018173,+1-402-202-8677,,Mo-Fr 07:00-16:00,General repairs,False,node,10657969301,https://www.openstreetmap.org/node/10657969301
King of Kars,car_repair,,,,,,,40.4885674,-98.952169,,,,,False,node,3827980405,https://www.openstreetmap.org/node/3827980405
Koory's Automotive,car_repair,"5052 Leavenworth Street, Omaha, NE 68106",5052,Leavenworth Street,Omaha,NE,68106,41.2526663,-95.9917407,+1-402-551-5414,https://www.carrepairomaha.com/,,,False,way,817897800,https://www.openstreetmap.org/way/817897800
Koplin Auto Care,car_repair,"2075 East 23rd Street, Fremont 68025",2075,East 23rd Street,Fremont,,68025,41.450657,-96.4696166,,,,,False,node,4953977476,https://www.openstreetmap.org/node/4953977476
Lane's Body Shop,car_repair,,,,,,,40.9252486,-100.1642282,,,,,False,node,3868383088,https://www.openstreetmap.org/node/3868383088
Lee Janssen Motor Company,car_repair,,,,,,,40.4329654,-99.3958842,,,,,False,node,3825930301,https://www.openstreetmap.org/node/3825930301
Legacy Coop Tire & Auto,car_repair,,,,,,,41.8555155,-103.6699241,,,,,False,way,1239267873,https://www.openstreetmap.org/way/1239267873
Levander Auto Body Repair,car_repair,"248 North 44th Street, Lincoln, NE 68503",248,North 44th Street,Lincoln,NE,68503,40.8149751,-96.6575989,+1-531-324-3747,,Mo-Fr 08:00-17:30,Body work,False,way,1254739742,https://www.openstreetmap.org/way/1254739742
Longacres Complete Auto Care,car_repair,"349 North Main Street, Fremont 68025",349,North Main Street,Fremont,,68025,41.4361504,-96.4962375,,,,,False,node,4945022171,https://www.openstreetmap.org/node/4945022171
Lube Express Center,car_repair,,,,,,,42.0972192,-102.8868815,,,,,False,node,3119908965,https://www.openstreetmap.org/node/3119908965
M&D Auto,car_repair,,,,,,,40.1377672,-97.1822819,,,,,False,way,474029910,https://www.openstreetmap.org/way/474029910
Mad Hatter Muffler & Brake,car_repair,"2531 South 140th Avenue, 68144",2531,South 140th Avenue,,,68144,41.2344337,-96.1350082,,,,,False,way,180773955,https://www.openstreetmap.org/way/180773955
Main Street Auto Care,car_repair,,,,,,,42.2352267,-97.0182343,,,,,False,node,3790043227,https://www.openstreetmap.org/node/3790043227
Major Muffler,car_repair,,,,,,,41.9864879,-96.9120841,,,,,False,node,3890015049,https://www.openstreetmap.org/node/3890015049
Meineke,car_repair,,,,,,,41.2012144,-96.1358571,,,,,False,node,6558953484,https://www.openstreetmap.org/node/6558953484
Meineke,car_repair,"4010 North 48th Street, Lincoln, NE 68504",4010,North 48th Street,Lincoln,NE,68504,40.8535915,-96.6525711,+1-402-410-6085,https://www.meineke.com/locations/ne/lincoln-2887/,Mo-Fr 07:30-17:30; Sa 07:30-16:00,,False,way,660675130,https://www.openstreetmap.org/way/660675130
Midas,car_repair,,,,,,,41.2044297,-96.1309275,,,,,False,way,184081723,https://www.openstreetmap.org/way/184081723
Midas,car_repair,"7030 O Street, Lincoln, NE 68510",7030,O Street,Lincoln,NE,68510,40.8137605,-96.6230516,+1-402-937-8333,https://www.midas.com/lincoln/store.aspx?shopnum=2211&dmanum=496001,Mo-We 07:30-18:00; Fr-Sa 07:30-18:00,A/C; Alignment; Brakes; Diagnostics; Muffler; Oil change; Suspension; Tires,False,way,338221870,https://www.openstreetmap.org/way/338221870
Midas Omaha,car_repair,"7557 Dodge Street, 68114",7557,Dodge Street,,,68114,41.2593347,-96.0308347,,,,,False,way,185739138,https://www.openstreetmap.org/way/185739138
Midlands Auto Repair,car_repair,"1107 Applewood Drive, Papillion, NE 68046",1107,Applewood Drive,Papillion,NE,68046,41.142519,-96.0241566,,,,,False,way,185018984,https://www.openstreetmap.org/way/185018984
Midtown Body & Paint,car_repair,"332 South Antelope Valley Parkway, Lincoln, NE 68510",332,South Antelope Valley Parkway,Lincoln,NE,68510,40.8107731,-96.6934581,+1-402-474-4818,,Mo-Fr 07:30-17:30,Body Paint; Body work; Bodywork,False,way,703436257,https://www.openstreetmap.org/way/703436257
Midwest Automotive,car_repair,"1389 Progressive Road, Seward, NE 68434",1389,Progressive Road,Seward,NE,68434,40.8855836,-97.1026373,+1-402-643-3306,,Mo-Fr 07:30-18:00; Sa 07:30-12:00,A/C; Alignment; Batteries; Brakes; Car Parts; General repairs; Electrical; Muffler; Oil change; Towing; Tires,False,node,12888880376,https://www.openstreetmap.org/node/12888880376
Mike's 66 & Towing Co,car_repair,"6000 Colfax Avenue, Lincoln, NE 68507",6000,Colfax Avenue,Lincoln,NE,68507,40.8510955,-96.6382853,+1-402-466-1438,https://mikes66towing.com/,,,False,node,4588489748,https://www.openstreetmap.org/node/4588489748
Mike's Auto Repair,car_repair,"608 West Angus Road, Gretna, NE 68028",608,West Angus Road,Gretna,NE,68028,41.139735,-96.2473276,,,,,False,node,6415419940,https://www.openstreetmap.org/node/6415419940
Mike's Care Care,car_repair,,,,,,,41.8825399,-103.6769847,,,,,False,way,558062069,https://www.openstreetmap.org/way/558062069
Miller Used Tire Warehouse,tyres,"811 West 4th Street, Grand Island, NE 68801",811,West 4th Street,Grand Island,NE,68801,40.9248507,-98.3499726,,,,,False,way,549372525,https://www.openstreetmap.org/way/549372525
Miller Used Tires,tyres,"811 West 4th Street, Grand Island, NE 68801",811,West 4th Street,Grand Island,NE,68801,40.9248807,-98.3500059,,,,,False,node,5306747595,https://www.openstreetmap.org/node/5306747595
Modern Tire Pros,tyres,"1402 South Jeffers Street, North Platte, NE 69101",1402,South Jeffers Street,North Platte,NE,69101,41.1211866,-100.7645587,+1-308-532-1213,,,,False,way,546056813,https://www.openstreetmap.org/way/546056813
Moody Motor Company,car_repair,"251 Spruce Avenue, Niobrara, NE 68760",251,Spruce Avenue,Niobrara,NE,68760,42.7512006,-98.0350118,+1-800-745-5650; +1-402-857-3711,https://www.moodymotor.com/,Mo-Fr 08:00-17:30; Sa 08:00-16:00; Su closed,,False,node,6711009638,https://www.openstreetmap.org/node/6711009638
Morrow Collision Center,car_repair,"2801 North 83rd Street, Lincoln, NE 68507",2801,North 83rd Street,Lincoln,NE,68507,40.8412506,-96.6078069,+1-402-477-2224,https://www.morrowcollision.com/,Mo-Fr 08:00-17:00; Sa 08:00-15:00,Body work,False,node,10657646081,https://www.openstreetmap.org/node/10657646081
Morrow Collision Center,car_repair,"3600 North 22nd Street, Lincoln, NE 68521",3600,North 22nd Street,Lincoln,NE,68521,40.8471152,-96.6894071,+1-402-477-2224,,Mo-Fr 08:00-17:00,Body work,False,node,10657732272,https://www.openstreetmap.org/node/10657732272
Mr Tire Car Care Center,car_repair,,,,,,,42.0975057,-102.8809914,,,,,False,node,3119908978,https://www.openstreetmap.org/node/3119908978
"Muscle Car Concepts and Restoration, LLC",car_repair,"1821 Cornhusker Highway, Lincoln, NE 68521",1821,Cornhusker Highway,Lincoln,NE,68521,40.8419683,-96.6937682,+1-402-484-0330,https://www.musclecarconcepts.com/,"Mo,We,Fr 08:00-17:00; Sa 08:00-12:00",,False,node,5860148176,https://www.openstreetmap.org/node/5860148176
N Street Express Lube,car_repair,"1646 N Street, Lincoln, NE 68508",1646,N Street,Lincoln,NE,68508,40.8128573,-96.6970279,,,,,False,way,703436301,https://www.openstreetmap.org/way/703436301
NAPA AutoCare Center,car_repair,,,,,,,41.2775509,-96.0139113,+1 402 5539459,,,,False,node,8913486224,https://www.openstreetmap.org/node/8913486224
NAPA AutoCare Center,car_repair,,,,,,,41.422199,-100.1939079,,,,,False,way,1127926969,https://www.openstreetmap.org/way/1127926969
NAPA AutoCare Center,car_repair,,,,,,,41.8606382,-103.6297574,,,,,False,way,1240480603,https://www.openstreetmap.org/way/1240480603
Nebraska Auto Glass,car_repair,"212 South Antelope Valley Parkway, Lincoln, NE 68510",212,South Antelope Valley Parkway,Lincoln,NE,68510,40.812115,-96.6934405,+1-402-474-9000,https://www.neautoglass.com/,,Glass; Glass Repair,False,way,703436246,https://www.openstreetmap.org/way/703436246
Nebraska City Tire & Auto Accessories,car_repair,"1653 South 11th Street, 68401",1653,South 11th Street,,,68401,40.6620438,-95.8585986,,,,,False,way,207821494,https://www.openstreetmap.org/way/207821494
Nebraska Land Tire and service,tyres,,,,,,,41.8549127,-103.6620102,,,,,False,way,558061985,https://www.openstreetmap.org/way/558061985
Nemnich Automotive,car_repair,"4010 10th Street, Gering, NE 69341",4010,10th Street,Gering,NE,69341,41.8499396,-103.6618807,+1-308-631-5551,https://www.nemnichautomotive.com/,Mo-Th 07:00-17:30; Fr 07:30-12:30,General repairs; Diagnostics; Motor,False,way,892816976,https://www.openstreetmap.org/way/892816976
Norm's Car Care,car_repair,"3940 A Street, Lincoln, NE 68510",3940,A Street,Lincoln,NE,68510,40.7992276,-96.663769,+1-402-483-2418,https://www.normscarcare.com/,Mo-Fr 07:00-17:00,,False,way,195854704,https://www.openstreetmap.org/way/195854704
Offutt Collision Repair,car_repair,,,,,,,41.1599022,-95.9360896,,,,,False,way,401703390,https://www.openstreetmap.org/way/401703390
Omaha Car Care,car_repair,"5815 Center Street, Omaha, NE 68106",5815,Center Street,Omaha,NE,68106,41.23759,-96.0037179,+1-402-556-6708,https://www.omahacarcare.com/,Mo-Fr 07:00-18:00,General repairs,False,way,806248570,https://www.openstreetmap.org/way/806248570
Omaha Car Care,car_repair,"8504 L Street, Omaha, NE 68127",8504,L Street,Omaha,NE,68127,41.2129834,-96.0440405,+14023395577,,Mo-Fr 07:00-18:00,A/C; Batteries; Brakes; General repairs; Diagnostics; Inspection; Motor; Oil change; Transmission; Transmission Repair,False,way,1470414324,https://www.openstreetmap.org/way/1470414324
Omaha Transmission,car_repair,,,,,,,41.2049164,-96.1364325,,,,,True,way,614597319,https://www.openstreetmap.org/way/614597319
Outlaw Autobody,car_repair,"5216 Knox Street, Lincoln, NE 68504",5216,Knox Street,Lincoln,NE,68504,40.844708,-96.6478695,+1-402-890-4026,,Mo-Sa 07:00-19:00,Body work; Mechanics; Painting,False,node,13427723432,https://www.openstreetmap.org/node/13427723432
Outlaw European Performance,car_repair,"2920 North 38th Street, Lincoln, NE 68504",2920,North 38th Street,Lincoln,NE,68504,40.8417072,-96.6663976,+1-402-314-7670,,,,False,way,1370942759,https://www.openstreetmap.org/way/1370942759
Parkway 66,car_repair,,,,,,,40.7880518,-96.6543607,,,,,False,node,4245408409,https://www.openstreetmap.org/node/4245408409
Peerless Tires,tyres,,,,,,,41.8458926,-103.6601213,,,,,False,way,803490033,https://www.openstreetmap.org/way/803490033
Penner's Tire,tyres,,,,,,,40.8700706,-97.5933826,,,,,False,way,1312298904,https://www.openstreetmap.org/way/1312298904
Personal Automotive Services,car_repair,"2404 West Lincoln Highway, Grand Island, NE 68803",2404,West Lincoln Highway,Grand Island,NE,68803,40.9171898,-98.3660773,,,,,False,way,549579199,https://www.openstreetmap.org/way/549579199
Pete's Auto Repair,car_repair,"4710 Madison Avenue, Lincoln, NE 68504",4710,Madison Avenue,Lincoln,NE,68504,40.8405936,-96.6546948,,,,,False,node,4242543328,https://www.openstreetmap.org/node/4242543328
Pete's Quick Lube,car_repair,,,,,,,41.8442591,-103.6601653,+1-308-575-0289,,,Oil change,False,way,1240800994,https://www.openstreetmap.org/way/1240800994
Pick's Repair,car_repair,"805 D Street, Gothenburg, NE 69138",805,D Street,Gothenburg,NE,69138,40.9275746,-100.1634275,+1-308-537-2170,,,,False,node,3864472061,https://www.openstreetmap.org/node/3864472061
Piedmont Auto Care,car_repair,"1316 South 50th Street, Lincoln, NE 68510",1316,South 50th Street,Lincoln,NE,68510,40.7996169,-96.6510282,,,,,False,way,195668226,https://www.openstreetmap.org/way/195668226
Pit Crew Tires and Accessories,car_repair,"3320 Cornhusker Highway, Lincoln, NE 68504",3320,Cornhusker Highway,Lincoln,NE,68504,40.8430121,-96.6723461,+1-402-325-8735,https://www.pitcrewtires.com/,Mo-Fr 08:00-17:30,,False,node,4243896855,https://www.openstreetmap.org/node/4243896855
Platte Valley Auto,car_repair,"4210 2nd Avenue, Kearney, NE 68845",4210,2nd Avenue,Kearney,NE,68845,40.7166776,-99.085276,,,,Brakes; General repairs; Diagnostics; Oil change,False,way,828285019,https://www.openstreetmap.org/way/828285019
"Pomp's Tire Service, Inc",tyres,,,,,,,41.8513808,-103.6515297,,,,,False,way,1240611661,https://www.openstreetmap.org/way/1240611661
Powell's Body Shop and Towing,car_repair,,,,,,,40.1992965,-98.067062,,,,,False,node,11084436484,https://www.openstreetmap.org/node/11084436484
Precision Collision Inc.,car_repair,"9026 Austin Avenue, 68339",9026,Austin Avenue,,,68339,40.7400742,-96.842789,,,,,False,way,199578863,https://www.openstreetmap.org/way/199578863
Premium Automotive Repair Inc.,car_repair,"353 Hwy 97, Valentine, NE 69201",353,Hwy 97,Valentine,NE,69201,42.8743583,-100.5494752,+1 402-376-1550,https://premiumautorepairinc.com,"Mo-Fr 08:00-17:30, Sa 08:00-12:00",Repair; Towing,False,node,10224867820,https://www.openstreetmap.org/node/10224867820
PST Automotive,car_repair,"West 3rd Street, 69301",,West 3rd Street,,,69301,42.09705,-102.8930613,,,,,False,node,3119908972,https://www.openstreetmap.org/node/3119908972
Quality Tire,tyres,,,,,,,42.8258561,-103.0210642,,,,,False,way,463923386,https://www.openstreetmap.org/way/463923386
Quick Lane Tire & Repair,car_repair,"2600 Wildcat Drive, Lincoln, NE 68521",2600,Wildcat Drive,Lincoln,NE,68521,40.8817182,-96.6826863,+1-402-458-9833,,Mo-Fr 07:00-18:00; Sa 07:00-13:00,Brakes; Oil change; General repairs; Tires,False,node,5187548304,https://www.openstreetmap.org/node/5187548304
Ray's Body Shop,car_repair,,,,,,,41.2059545,-95.9526197,,,,,False,way,568885065,https://www.openstreetmap.org/way/568885065
Rebuilders Auto,car_repair,"6508 Grover Street, Omaha, NE 68106",6508,Grover Street,Omaha,NE,68106,41.2273467,-96.0141188,+1-402-763-8776,https://rebuildersauto.com,Mo-Fr 10:00-19:00,,False,node,7539403246,https://www.openstreetmap.org/node/7539403246
Reliable Auto Repair,car_repair,,,,,,,41.2011662,-96.1397322,,,,,False,way,589719451,https://www.openstreetmap.org/way/589719451
Rick's Body Shop,car_repair,"165 North Walnut Street, Shelby, NE 68662",165,North Walnut Street,Shelby,NE,68662,41.1930826,-97.4262156,,,,,False,way,1330055199,https://www.openstreetmap.org/way/1330055199
Rick's Radiator & Heater Repair,car_repair,1009 Dakota Avenue,1009,Dakota Avenue,,,,42.4795853,-96.4134548,+1-402-494-1614,http://ricksradiator.com/,Mo-Fr 08:00-16:30,,False,node,2540294231,https://www.openstreetmap.org/node/2540294231
Ricks Auto,car_repair,,,,,,,42.2067647,-97.5384432,,,,,False,node,11042656862,https://www.openstreetmap.org/node/11042656862
Riverdale Auto Repair,car_repair,,,,,,,40.7836533,-99.16275,,,Mo-Sa 08:00-20:00,,False,way,544663181,https://www.openstreetmap.org/way/544663181
Riverside Motors,car_repair,"2502 West Old Lincoln Highway, Grand Island, NE 68803",2502,West Old Lincoln Highway,Grand Island,NE,68803,40.9170892,-98.3671083,,,,,False,way,549579203,https://www.openstreetmap.org/way/549579203
RNR Tire Express,tyres,"4300 North 27th Street, Lincoln, NE 68521",4300,North 27th Street,Lincoln,NE,68521,40.8561063,-96.6815314,+1-402-975-8133,https://rnrtires.com/,Mo-Fr 09:00-18:00; Sa 09:00-17:00,,False,way,672412793,https://www.openstreetmap.org/way/672412793
Rogers Auto Repair,car_repair,,,,,,,42.4994588,-97.536125,,,,,False,node,13235164704,https://www.openstreetmap.org/node/13235164704
Ron's Auto,car_repair,"136 North Jefferson Street, Papillion, NE 68046",136,North Jefferson Street,Papillion,NE,68046,41.1570556,-96.0419954,,,,,False,way,947833260,https://www.openstreetmap.org/way/947833260
Ross's Autoparts & Repais,car_repair,Madrid,,,Madrid,,,40.8504588,-101.5448276,,,,,False,way,1245099806,https://www.openstreetmap.org/way/1245099806
Route 92 Garage LLC,car_repair,"2344 County Road K, Weston, NE 68070",2344,County Road K,Weston,NE,68070,41.2054877,-96.7449089,+1-402-642-5000,,Mo-Fr 08:00-17:00; Sa 08:00-12:00,,False,node,1353065244,https://www.openstreetmap.org/node/1353065244
Russel's Automotive,car_repair,,,,,,,41.8736171,-103.6653338,,,,,False,node,3879218200,https://www.openstreetmap.org/node/3879218200
S & Sons Tire & Auto Repair,car_repair,,,,,,,41.4616145,-96.7772611,,https://www.ssonsincconstruction.com/tire-and-auto-repair,,,False,node,9943520303,https://www.openstreetmap.org/node/9943520303
Safelite AutoGlass,car_repair,,,,,,,40.7008261,-99.0838987,,,,Glass,False,way,1052435058,https://www.openstreetmap.org/way/1052435058
Safelite AutoGlass,car_repair,"1204 Broadway, Scottsbluff, NE 69361",1204,Broadway,Scottsbluff,NE,69361,41.8585741,-103.6631464,,,,Glass,False,way,1239267158,https://www.openstreetmap.org/way/1239267158
Safelite AutoGlass,car_repair,"3630 Cornhusker Highway, Lincoln, NE 68504",3630,Cornhusker Highway,Lincoln,NE,68504,40.8442926,-96.6684001,,https://www.safelite.com/stores/lincoln,Mo-Sa 08:00-17:00,Glass,False,way,1296739985,https://www.openstreetmap.org/way/1296739985
Sapp Brothers Service Center,car_repair,,,,,,,41.1606883,-96.1429533,,https://www.sappbros.net/location/omaha-ne-service-center/,,Truck Repair,False,node,12660005872,https://www.openstreetmap.org/node/12660005872
Sauder's Automotive,car_repair,,,,,,,41.1177297,-102.9587418,,,,,False,node,13004584123,https://www.openstreetmap.org/node/13004584123
Schmit Automotive Inc,car_repair,"14311 Highway 6, Waverly, NE 68462",14311,Highway 6,Waverly,NE,68462,40.9168571,-96.5265512,+1-402-786-2224,https://schmitauto.com,Mo-Fr 07:30-17:30,,False,way,198996377,https://www.openstreetmap.org/way/198996377
Scott's Automotive,car_repair,,,,,,,42.3849456,-96.9871089,,,,,False,node,13315315111,https://www.openstreetmap.org/node/13315315111
Scottsbluff Original Paintless Dent Removal,car_repair,"901 East Overland Drive, Scottsbluff, NE 69361",901,East Overland Drive,Scottsbluff,NE,69361,41.8596523,-103.6506086,+1-308-641-7245,,,Body work,False,way,1238929230,https://www.openstreetmap.org/way/1238929230
Sentry,car_repair,,,,,,,40.4375588,-99.3660526,,,,,False,node,3826026761,https://www.openstreetmap.org/node/3826026761
