name,brand,shop_type,address,housenumber,street,city,state,postcode,lat,lon,phone,website,opening_hours,services,is_chain,available_24_7,osm_type,osm_id,osm_url
O'Reilly Auto Parts,O'Reilly Auto Parts,car_parts,"2710 North 83rd Street, Lincoln, NE 68507",2710,North 83rd Street,Lincoln,NE,68507,40.8400431,-96.6066734,+1-402-480-7410,https://www.oreillyauto.com/,Mo-Sa 07:30-22:00; Su 08:00-21:00,,True,False,way,1346236466,https://www.openstreetmap.org/way/1346236466
OWL Auto Parts,,car_parts,"403 East 4th Street, Grand Island, NE 68801",403,East 4th Street,Grand Island,NE,68801,40.9297364,-98.3382168,,,,,False,False,node,12289139723,https://www.openstreetmap.org/node/12289139723
Sid Dillon Chevrolet Parts,,car_parts,"257 West A Street, Wahoo, NE 68066",257,West A Street,Wahoo,NE,68066,41.2045196,-96.6223311,+1-800-677-1180,https://www.siddillon.com/,"Mo, Tu, Th 08:00-19:00; We, Fr 08:00-18:00; Sa 08:00-17:00",,False,False,way,804442897,https://www.openstreetmap.org/way/804442897
Stereo West Autotoys,,car_parts,"Dodge Street, Omaha, Nebraska 68182",,Dodge Street,Omaha,Nebraska,68182,41.2590005,-96.028233,,,,,False,False,node,12077557784,https://www.openstreetmap.org/node/12077557784
The Tranny Shop,,car_parts,"112 South McKenna Avenue, Gretna, NE 68028",112,South McKenna Avenue,Gretna,NE,68028,41.1391919,-96.2479813,,,,,False,False,node,6415420438,https://www.openstreetmap.org/node/6415420438
Watson Auto Supply,,car_parts,"4th Street, Deshler, Nebraska 68340",,4th Street,Deshler,Nebraska,68340,40.141122,-97.7228469,,,08:00-17:30,,False,False,node,2523730979,https://www.openstreetmap.org/node/2523730979
Wonka Auto Supplies & Sales,,car_parts,"250 East Main Street, Weston, NE 68070",250,East Main Street,Weston,NE,68070,41.1940276,-96.7454394,+1-402-642-5444,,,,False,False,node,7524646879,https://www.openstreetmap.org/node/7524646879
,,car_parts,"Harlan Drive, Bellevue, Nebraska 68005",,Harlan Drive,Bellevue,Nebraska,68005,41.1406182,-95.9146939,,,,,False,False,node,4041320840,https://www.openstreetmap.org/node/4041320840
,,car_parts,"Harlan Drive, Bellevue, Nebraska 68005",,Harlan Drive,Bellevue,Nebraska,68005,41.140719,-95.9135732,,,,,False,False,node,4041320847,https://www.openstreetmap.org/node/4041320847
,,car_parts,"South 1st Street, Ceresco, Nebraska 68017",,South 1st Street,Ceresco,Nebraska,68017,41.0598011,-96.6421616,,,,,False,False,way,220413397,https://www.openstreetmap.org/way/220413397
