name,brand,operator,stock_type,address,housenumber,street,city,state,postcode,lat,lon,phone,website,opening_hours,services,osm_type,osm_id,osm_url
Mercedes-Benz,Mercedes-Benz,,Both new & used,"14335 Hillsdale Avenue, Omaha, NE 68137",14335,Hillsdale Avenue,Omaha,NE,68137,41.2142572,-96.1379381,,,,,way,454952433,https://www.openstreetmap.org/way/454952433
Midway Chevrolet Buick Cadillac,Chevrolet;Buick;Cadillac,,,"East 2nd Avenue, Kearney, Nebraska 68849",,East 2nd Avenue,Kearney,Nebraska,68849,40.679545,-99.0834918,,,,,node,1005399615,https://www.openstreetmap.org/node/1005399615
Midway Chrysler Dodge Jeep Ram Dealership,Chrysler;Dodge;Jeep;Ram,,,"219 2nd Avenue, Kearney, NE 68847",219,2nd Avenue,Kearney,NE,68847,40.675163,-99.0841195,,,,,node,3830211663,https://www.openstreetmap.org/node/3830211663
Mike's Auto Sales,,,,"1020 Diamond Street, Lyons, NE 68038",1020,Diamond Street,Lyons,NE,68038,41.9330707,-96.4642132,+1-402-687-2279,,,,node,6399867817,https://www.openstreetmap.org/node/6399867817
Millenium Autos,,B & J Partnership Lto,,"1400 Saltillo Road, Lincoln, NE 68430",1400,Saltillo Road,Lincoln,NE,68430,40.6977642,-96.7018073,,,,,way,1009321105,https://www.openstreetmap.org/way/1009321105
Miller's Auto Sales,,,,"East 23rd Avenue North, Fremont, Nebraska 68025",,East 23rd Avenue North,Fremont,Nebraska,68025,41.4520897,-96.476627,,,,,node,3814821503,https://www.openstreetmap.org/node/3814821503
Moody Motor Company,,,,"251 Spruce Avenue, Niobrara, NE 68760",251,Spruce Avenue,Niobrara,NE,68760,42.7510872,-98.0346985,+1-800-745-5650; +1-402-857-3711,https://www.moodymotor.com/,Mo-Fr 08:00-17:30; Sa 08:00-16:00; Su closed,,node,6711009640,https://www.openstreetmap.org/node/6711009640
Morrie's Bellevue Subaru,,,,"410 Fort Crook Road North, Bellevue, Nebraska 68005",410,Fort Crook Road North,Bellevue,Nebraska,68005,41.1653755,-95.9268129,,,,,way,189994643,https://www.openstreetmap.org/way/189994643
MSAS Used Car Superstore,,,Used only,"703 West 2nd Street, Grand Island, NE 68801",703,West 2nd Street,Grand Island,NE,68801,40.9218995,-98.3459725,+1-308-384-3073,http://msasauto.com/,,,node,1316621192,https://www.openstreetmap.org/node/1316621192
Mullin Motors,,,Used only,"1631 O Street, Lincoln, NE 68508",1631,O Street,Lincoln,NE,68508,40.813141,-96.6973064,+1-402-413-2125,https://mikemullinmotors.com/,Mo-Th 10:00-19:00; Fr 10:00-18:00; Sa 10:00-16:00,,way,605833776,https://www.openstreetmap.org/way/605833776
Murphy Motors,,Murphy Motors Inc,Used only,"616 West Cornhusker Highway, Lincoln, NE 68521",616,West Cornhusker Highway,Lincoln,NE,68521,40.8359489,-96.7285653,+1-402-742-0230,https://murphymotorslincoln.com/index.jsp,Mo-Fr 09:00-17:00; Sa 10:00-15:00,,way,1238927423,https://www.openstreetmap.org/way/1238927423
Nebraska Auto Sales,,,Used only,"6022 L Street, Omaha, NE",6022,L Street,Omaha,NE,,41.2128792,-96.0057074,+1 402 731 2198,,,,node,8641821846,https://www.openstreetmap.org/node/8641821846
Nebraska Auto Sales,,,Used only,"6052 L Street, Omaha, NE 68117",6052,L Street,Omaha,NE,68117,41.2128716,-96.007221,+1 402 933 7827,,,,way,399584345,https://www.openstreetmap.org/way/399584345
Nielsen Auto Sales,,,,"6535 Blondo Street, Omaha, Nebraska 68164",6535,Blondo Street,Omaha,Nebraska,68164,41.2775506,-96.0140105,+1 402 5563513,,,,node,8913486223,https://www.openstreetmap.org/node/8913486223
Nissan of Omaha,Nissan,Nissan,,"17410 Burt Street, Omaha, NE 68118",17410,Burt Street,Omaha,NE,68118,41.2650155,-96.1878106,+1-402-493-4000,,,,way,489252708,https://www.openstreetmap.org/way/489252708
O'Daniel Honda,,,,"123 Beverly Drive, Omaha, NE 68114",123,Beverly Drive,Omaha,NE,68114,41.2587152,-96.035062,,,,,way,186078917,https://www.openstreetmap.org/way/186078917
Omaha Car Stop,,,Used only,"2707 South 156th Street, Omaha, NE 68130",2707,South 156th Street,Omaha,NE,68130,41.2332938,-96.1578126,+1 402 932 1888,https://omahacarstop.com/,,,way,1104358410,https://www.openstreetmap.org/way/1104358410
Omaha Motorsports,,,,"5504 Center Street, Omaha, NE 68106",5504,Center Street,Omaha,NE,68106,41.2388315,-95.9988645,+1-402-359-1739,https://omahaautosforsale.com/,Mo-Fr 10:00-18:00; Sa 10:00-15:00,,node,4082424937,https://www.openstreetmap.org/node/4082424937
ONYX Automotive,,,,"14800 Davenport Street, Omaha, NE 68154",14800,Davenport Street,Omaha,NE,68154,41.2618526,-96.1450504,,https://www.onyxautomotive.com/,,,way,700736880,https://www.openstreetmap.org/way/700736880
ONYX Automotive,,,,"14800 Davenport Street, Omaha, NE 68154",14800,Davenport Street,Omaha,NE,68154,41.2619001,-96.1449124,,https://www.onyxautomotive.com/,,,way,762960420,https://www.openstreetmap.org/way/762960420
Panhandle Auto Group Scottsbluff,,,,"Portal Place, Scottsbluff, Nebraska 69361",,Portal Place,Scottsbluff,Nebraska,69361,41.8655765,-103.6392358,,,,,way,463881856,https://www.openstreetmap.org/way/463881856
Paul Spady,,,,"Osborne Drive East, Hastings, Nebraska 68902",,Osborne Drive East,Hastings,Nebraska,68902,40.6140664,-98.3811524,,,,,node,3823986882,https://www.openstreetmap.org/node/3823986882
Paul Spady,,,,"Osborne Drive East, Hastings, Nebraska 68902",,Osborne Drive East,Hastings,Nebraska,68902,40.6148117,-98.3814045,,,,,node,3823986903,https://www.openstreetmap.org/node/3823986903
Peterbuilt of Lincoln,Peterbuilt,,,"6262 Arbor Road, Lincoln, NE 68517",6262,Arbor Road,Lincoln,NE,68517,40.8957133,-96.6349043,+1-402-858-8400,https://www.pbtruck.com/Lincoln/,,Parts; General repairs,way,660675112,https://www.openstreetmap.org/way/660675112
Platte Valley Auto Group,,,,"4210 2nd Avenue, Kearney, NE 68845",4210,2nd Avenue,Kearney,NE,68845,40.7166826,-99.0849031,,,,Used Car Sales,way,828285020,https://www.openstreetmap.org/way/828285020
Plaza Buick GMC,,,,"11911 I Street, Omaha, Nebraska 68137",11911,I Street,Omaha,Nebraska,68137,41.2152493,-96.0993773,,http://www.plazaomaha.com,,,way,183941623,https://www.openstreetmap.org/way/183941623
Pony Express Chevrolet-Buick,,,,"420 Lake Avenue, Gothenburg, NE 69138",420,Lake Avenue,Gothenburg,NE,69138,40.9238912,-100.1657238,+1-308-537-3671,https://www.ponyexpresschevy.com/,,,node,3861906970,https://www.openstreetmap.org/node/3861906970
Railway Auto Sales,,,,"West Railway Street, Scottsbluff, Nebraska 69361",,West Railway Street,Scottsbluff,Nebraska,69361,41.8627308,-103.6662282,,,,,way,1296753505,https://www.openstreetmap.org/way/1296753505
Ranchland Ford,,,,"South E Street, Broken Bow, Nebraska 68822",,South E Street,Broken Bow,Nebraska,68822,41.4011039,-99.6197289,,,,,way,1409642398,https://www.openstreetmap.org/way/1409642398
Randy's Auto Sales,,,,"1407 West 2nd Street, Grand Island, NE 68801",1407,West 2nd Street,Grand Island,NE,68801,40.9185813,-98.3539636,+1-308-381-7566,https://www.randysautosalesgi.com/,,,node,3818179296,https://www.openstreetmap.org/node/3818179296
Ray's Auto Sales,,,,"420 East 4th Street, Superior, NE 68978",420,East 4th Street,Superior,NE,68978,40.0202213,-98.0671426,+1 402-879-4287,https://raysautosalesne.com/,,,node,6012846174,https://www.openstreetmap.org/node/6012846174
Reganis Chrysler,,,,"12th Avenue, Scottsbluff, Nebraska 69361",,12th Avenue,Scottsbluff,Nebraska,69361,41.874902,-103.6477452,,,,,way,1431872720,https://www.openstreetmap.org/way/1431872720
Reganis Honda,Honda,,,"1117 East 27th Street, Scottsbluff, NE 69361",1117,East 27th Street,Scottsbluff,NE,69361,41.8748466,-103.6489606,,,,,way,812966658,https://www.openstreetmap.org/way/812966658
Riverside Chevrolet,,,,"4th Street, Fairbury, Nebraska 68352",,4th Street,Fairbury,Nebraska,68352,40.1348564,-97.1781643,,,,,way,474029915,https://www.openstreetmap.org/way/474029915
Robb's Truck Sales,,,,"2811 South Locust Street, Grand Island, NE 68801",2811,South Locust Street,Grand Island,NE,68801,40.8941694,-98.3392699,,,,,node,8758746827,https://www.openstreetmap.org/node/8758746827
RS Auto Sales,,,,"Avenue I, Scottsbluff, Nebraska 69361",,Avenue I,Scottsbluff,Nebraska,69361,41.8570853,-103.6758516,,,,,way,1239267876,https://www.openstreetmap.org/way/1239267876
Sabah Tire and Auto Sales,,,Used only,"140 West Cornhusker Highway, Lincoln, NE 68521",140,West Cornhusker Highway,Lincoln,NE,68521,40.8358896,-96.72245,+1-402-475-6290,https://sabahauto.com/,Mo-Sa 09:00-17:00,,way,1382990504,https://www.openstreetmap.org/way/1382990504
Sanders Auto Sales,,,,"1846 Holdrege Street, Lincoln, NE 68503",1846,Holdrege Street,Lincoln,NE,68503,40.8283742,-96.6935984,,,,,way,1274601213,https://www.openstreetmap.org/way/1274601213
Schalk Auto Inc.,,,Used only,"305 South 3rd Street, Albion, NE 68620",305,South 3rd Street,Albion,NE,68620,41.6906434,-97.9993655,+1-402-395-2195,,Monday	8:00 AM - 5:00 PM Tuesday	8:00 AM - 5:00 PM Wednesday	8:00 AM - 5:00 PM Thursday	8:00 AM - 5:00 PM Friday	8:00 AM - 5:00 PM Saturday	8:00 AM - 12:00 PM Sunday	Closed,,way,1530487387,https://www.openstreetmap.org/way/1530487387
Schworer Volkswagen,Volkswagen,,Both new & used,"3301 Schworer Drive, Lincoln, NE 68504",3301,Schworer Drive,Lincoln,NE,68504,40.8591633,-96.6700539,+1-402-524-4958,https://www.schworervolkswagen.com/,,Diagnostics; New Car Sales; Oil change; General repairs; Used Car Sales,way,197624398,https://www.openstreetmap.org/way/197624398
Sid Dillon,Buick,,,"Kendra Lane, Lincoln, Nebraska 68512",,Kendra Lane,Lincoln,Nebraska,68512,40.7364458,-96.6843563,,,,,node,4262157870,https://www.openstreetmap.org/node/4262157870
Sid Dillon,Nissan,,,"Kendra Lane, Lincoln, Nebraska 68512",,Kendra Lane,Lincoln,Nebraska,68512,40.735893,-96.6842796,,,,,node,4262158200,https://www.openstreetmap.org/node/4262158200
Sid Dillon,,,Used only,"5730 O Street, Lincoln, NE 68510",5730,O Street,Lincoln,NE,68510,40.8137737,-96.6427972,,https://www.siddillon.com/sid-dillon-o-street-lincoln/,,,way,696752891,https://www.openstreetmap.org/way/696752891
Sid Dillon Buick GMC Cadillac,,,,"East 23rd Avenue North, Fremont, Nebraska 68025",,East 23rd Avenue North,Fremont,Nebraska,68025,41.4521535,-96.4666907,,,,,node,3814845651,https://www.openstreetmap.org/node/3814845651
Sid Dillon Chevrolet,,,,"East 23rd Avenue North, Fremont, Nebraska 68025",,East 23rd Avenue North,Fremont,Nebraska,68025,41.4522058,-96.464384,,,,,node,3814845637,https://www.openstreetmap.org/node/3814845637
Sid Dillon Chevrolet Buick,Chevrolet,,,"1750 County Road J, Wahoo, NE 68066",1750,County Road J,Wahoo,NE,68066,41.1939987,-96.6326777,+1-402-817-1699,https://www.siddillonwahoo.com/,"Mo, Tu, Th 08:00-19:00; We, Fr 08:00-18:00; Sa 08:00-17:00",Oil change; Rental,way,804442906,https://www.openstreetmap.org/way/804442906
Sid Dillon Ford,,,,"257 West A Street, Wahoo, NE 68066",257,West A Street,Wahoo,NE,68066,41.2045077,-96.6220948,+1-402-443-4240,https://www.siddillonford.com/,"Mo, Tu, Th 08:00-19:00; We, Fr 08:00-18:00; Sa 08:00-17:00",,way,804442898,https://www.openstreetmap.org/way/804442898
Sid Dillon Hyundai,Hyundai,,,"8350 South 40th Street, Lincoln, NE 68516",8350,South 40th Street,Lincoln,NE,68516,40.727096,-96.6623872,,,,,way,1343820567,https://www.openstreetmap.org/way/1343820567
Sid Dillon Mazda,,,,"East 23rd Avenue North, Fremont, Nebraska 68025",,East 23rd Avenue North,Fremont,Nebraska,68025,41.4522862,-96.466122,,,,,node,3814845631,https://www.openstreetmap.org/node/3814845631
Skillman Auto Sales,,,Used only,"6910 Southwest 91st Street, Denton, NE 68339",6910,Southwest 91st Street,Denton,NE,68339,40.742354,-96.8435916,,,,,node,10771039395,https://www.openstreetmap.org/node/10771039395
Small Change Auto Sales,,,,"915 West 2nd Street, Grand Island, NE 68801",915,West 2nd Street,Grand Island,NE,68801,40.9208825,-98.3487144,,,,,way,549241222,https://www.openstreetmap.org/way/549241222
Sonny Gerber Auto Sales,,,,"4519 Cuming Street, Omaha, Nebraska 68132",4519,Cuming Street,Omaha,Nebraska,68132,41.2674644,-95.9810122,,,,,way,186983188,https://www.openstreetmap.org/way/186983188
Spady New & Used Cars,,,Used only,"4th Avenue, Holdrege, Nebraska 68949",,4th Avenue,Holdrege,Nebraska,68949,40.4381918,-99.3736378,,,,,node,3826007070,https://www.openstreetmap.org/node/3826007070
Star City Auto Sales,,,Used only,"3101 Cornhusker Highway, Lincoln, NE 68504",3101,Cornhusker Highway,Lincoln,NE,68504,40.8422353,-96.6765755,+1-402-383-1502,,Mo-Fr 11:00-18:00; Sa 11:00-17:00,General repairs; Used Car Sales,way,1295545912,https://www.openstreetmap.org/way/1295545912
Superior Honda of Omaha,,,,"4111 South 144th Street, Omaha, NE 68137",4111,South 144th Street,Omaha,NE,68137,41.2188776,-96.1375769,,,,,way,241026352,https://www.openstreetmap.org/way/241026352
Superior Van & Mobility,,,,"11147 Mockingbird Drive, Omaha, NE 68137",11147,Mockingbird Drive,Omaha,NE,68137,41.2072376,-96.0872763,,,,,node,8821774764,https://www.openstreetmap.org/node/8821774764
Swanson Ford,,,,"305 2nd Street, Ceresco 68017",305,2nd Street,Ceresco,,68017,41.0580555,-96.6446468,,,,,way,220415014,https://www.openstreetmap.org/way/220415014
Swanson Ford Garage,,,,"Beech Street, Ceresco, Nebraska 68017",,Beech Street,Ceresco,Nebraska,68017,41.0581119,-96.6454083,,,,,way,220415015,https://www.openstreetmap.org/way/220415015
Team,,,,"Cross Road, Scottsbluff, Nebraska 69361",,Cross Road,Scottsbluff,Nebraska,69361,41.8644,-103.6374327,,,,,way,803489895,https://www.openstreetmap.org/way/803489895
Terry's Body Shop & Sales,,,,"14041 Highway 6, Waverly, NE 68462",14041,Highway 6,Waverly,NE,68462,40.9150291,-96.5299271,+1-402-786-5444,,,,way,198996378,https://www.openstreetmap.org/way/198996378
The Internet Car Lot,Independent,"The Internet Car Lot, Inc.",Both new & used,"7150 P Circle, Omaha, NE 68117",7150,P Circle,Omaha,NE,68117,41.2078399,-96.0229203,+1-402-991-1112,,Mo-Sa 09:00-18:00,A/C; Alignment; Batteries; Body work; Brakes; General repairs; Diagnostics; Electrical; Inspection; Muffler; Oil change; Painting; Transmission; Truck Repair; Tires; Used Car Sales,node,11653340290,https://www.openstreetmap.org/node/11653340290
The Internet Car Lot,Independent,"The Internet Car Lot, Inc.",Both new & used,"7150 P Circle, Omaha, NE 68117",7150,P Circle,Omaha,NE,68117,41.2077096,-96.0229494,+1-402-991-1112,,Mo-Sa 09:00-18:00,A/C; Alignment; Batteries; Body work; Brakes; General repairs; Diagnostics; Electrical; Inspection; Motor; Muffler; Oil change; Painting; Transmission; Transmission Repair; Truck Repair; Tires; Used Car Sales,way,1253676847,https://www.openstreetmap.org/way/1253676847
Tom & Jimmy's Auto Sales,,,,"7231 Lancaster Avenue, Denton, Nebraska 68339",7231,Lancaster Avenue,Denton,Nebraska,68339,40.7371167,-96.8460803,,,,,way,199578874,https://www.openstreetmap.org/way/199578874
Tommy's,,,,"East 3rd Street, Chadron, Nebraska 69337",,East 3rd Street,Chadron,Nebraska,69337,42.8285903,-102.9890492,,,,,node,5913948195,https://www.openstreetmap.org/node/5913948195
Tonniges Motors,,,,"Highway 69, Gresham, Nebraska 68367",,Highway 69,Gresham,Nebraska,68367,41.0298427,-97.4069782,,,,,node,9949193255,https://www.openstreetmap.org/node/9949193255
Trust Auto Sales,,,Used only,"4815 Cornhusker Highway, Lincoln, NE 68504",4815,Cornhusker Highway,Lincoln,NE,68504,40.8521016,-96.6527885,+1-402-742-9959,https://www.trustautolincoln.com/,Mo-Fr 09:30-18:00; Sa 10:00-17:00,Used Car Sales,node,4242543317,https://www.openstreetmap.org/node/4242543317
U Park It U Sell It,,,Used only,"South Locust Street, Grand Island, Nebraska 68801",,South Locust Street,Grand Island,Nebraska,68801,40.8944472,-98.3402836,,,,,node,8758746826,https://www.openstreetmap.org/node/8758746826
United Auto,,,,"Cornhusker Drive, South Sioux City, Nebraska 68776",,Cornhusker Drive,South Sioux City,Nebraska,68776,42.4682824,-96.4278066,,,,,node,8955041896,https://www.openstreetmap.org/node/8955041896
Vehicle Resale Lots,,,,"Nelson Drive, Bellevue Second IV Precinct, Nebraska 68113",,Nelson Drive,Bellevue Second IV Precinct,Nebraska,68113,41.1287912,-95.9133086,,,,,node,2010303386,https://www.openstreetmap.org/node/2010303386
Village Pointe Toyota,,Berkshire Hathaway,,"18201 Cuming Street, Omaha, NE 68022",18201,Cuming Street,Omaha,NE,68022,41.2656386,-96.200524,+1-402-206-2295,https://www.villagepointetoyota.com/,,,node,4815023875,https://www.openstreetmap.org/node/4815023875
Wayne Motors,,,,"South Main Street, Wayne, Nebraska 68787",,South Main Street,Wayne,Nebraska,68787,42.2258559,-97.0172247,,,,,node,3789965424,https://www.openstreetmap.org/node/3789965424
Wolf,,,,"East 1st Street, Imperial, Nebraska 69033",,East 1st Street,Imperial,Nebraska,69033,40.5100085,-101.6338243,,,,,way,550499211,https://www.openstreetmap.org/way/550499211
Woodhouse Car Dealership,ford,,,"Pratt Street, Omaha, Nebraska 68134",,Pratt Street,Omaha,Nebraska,68134,41.2919507,-96.0231453,,,,,node,5176588102,https://www.openstreetmap.org/node/5176588102
Woodhouse Nissan,Nissan,,,"Nebraska Drive, Bellevue, Nebraska 68147",,Nebraska Drive,Bellevue,Nebraska,68147,41.1822654,-95.9352806,,,,,way,463183876,https://www.openstreetmap.org/way/463183876
World Used Auto Sales,,,Used only,"1651 South 11th Street, Nebraska City, Nebraska 68401",1651,South 11th Street,Nebraska City,Nebraska,68401,40.6622526,-95.8586271,,,,,way,207821486,https://www.openstreetmap.org/way/207821486
,,,,"Aurora, NE",,,Aurora,NE,,40.872709,-98.0136232,,,,,node,1576450783,https://www.openstreetmap.org/node/1576450783
,,,,"West Court Street, Beatrice, Nebraska 68310",,West Court Street,Beatrice,Nebraska,68310,40.2655143,-96.7642784,,,,,node,2662473489,https://www.openstreetmap.org/node/2662473489
,,,,"High Street, Beatrice, Nebraska 68310",,High Street,Beatrice,Nebraska,68310,40.2692568,-96.7471933,,,,,node,2668116246,https://www.openstreetmap.org/node/2668116246
,,,,"Logan Street, Wayne, Nebraska 68787",,Logan Street,Wayne,Nebraska,68787,42.2307425,-97.0160483,,,,,node,3790047378,https://www.openstreetmap.org/node/3790047378
,,,,"West Omaha Avenue, Norfolk, Nebraska 68701",,West Omaha Avenue,Norfolk,Nebraska,68701,42.0179057,-97.4080043,,,,,node,3803148156,https://www.openstreetmap.org/node/3803148156
,,,,"23rd Street, Columbus, Nebraska 68601",,23rd Street,Columbus,Nebraska,68601,41.437613,-97.3191386,,,,,node,3806093220,https://www.openstreetmap.org/node/3806093220
,,,,"East 12th Street, South Sioux City, Nebraska 68776",,East 12th Street,South Sioux City,Nebraska,68776,42.4783522,-96.4127389,,,,,node,3806338601,https://www.openstreetmap.org/node/3806338601
,,,,"South Highway 30, Blair, Nebraska 68008",,South Highway 30,Blair,Nebraska,68008,41.5257243,-96.1443304,,,,,node,3807997209,https://www.openstreetmap.org/node/3807997209
,,,,"South Highway 30, Blair, Nebraska 68008",,South Highway 30,Blair,Nebraska,68008,41.5219732,-96.1439442,,,,,node,3807997214,https://www.openstreetmap.org/node/3807997214
,,,,"South Highway 30, Blair, Nebraska 68008",,South Highway 30,Blair,Nebraska,68008,41.5228046,-96.1448776,,,,,node,3807997215,https://www.openstreetmap.org/node/3807997215
,,,,"South Highway 30, Blair, Nebraska 68008",,South Highway 30,Blair,Nebraska,68008,41.5202983,-96.144486,,,,,node,3807997218,https://www.openstreetmap.org/node/3807997218
,,,,"South Highway 30, Blair, Nebraska 68008",,South Highway 30,Blair,Nebraska,68008,41.521202,-96.1453389,,,,,node,3807997229,https://www.openstreetmap.org/node/3807997229
,,,,"Saint Patrick Avenue, Grand Island, Nebraska 68803",,Saint Patrick Avenue,Grand Island,Nebraska,68803,40.9464926,-98.3820455,,,,,node,3816393837,https://www.openstreetmap.org/node/3816393837
,,,,"South Locust Street, Grand Island, Nebraska 68801",,South Locust Street,Grand Island,Nebraska,68801,40.9030624,-98.3393456,,,,,node,3818179119,https://www.openstreetmap.org/node/3818179119
,,,,"South Locust Street, Grand Island, Nebraska 68801",,South Locust Street,Grand Island,Nebraska,68801,40.9038774,-98.3390076,,,,,node,3818179142,https://www.openstreetmap.org/node/3818179142
,,,,"North Eddy Street, Grand Island, Nebraska 68802",,North Eddy Street,Grand Island,Nebraska,68802,40.9266941,-98.3500369,,,,,node,3818179314,https://www.openstreetmap.org/node/3818179314
,,,,"Woodland Drive, Grand Island, Nebraska 68801",,Woodland Drive,Grand Island,Nebraska,68801,40.8908109,-98.3402806,,,,,node,3818179327,https://www.openstreetmap.org/node/3818179327
,,,,"West K Street, Hastings, Nebraska 68901",,West K Street,Hastings,Nebraska,68901,40.5674725,-98.3934664,,,,,node,3824090310,https://www.openstreetmap.org/node/3824090310
,,,,"West F Street, Hastings, Nebraska 68901",,West F Street,Hastings,Nebraska,68901,40.5750252,-98.3934716,,,,,node,3824090336,https://www.openstreetmap.org/node/3824090336
,,,,"McMillan Street, Holdrege, Nebraska 68949",,McMillan Street,Holdrege,Nebraska,68949,40.4383346,-99.3839913,,,,,node,3825984523,https://www.openstreetmap.org/node/3825984523
,,,,"West Brewster Avenue, Minden, Nebraska 68959",,West Brewster Avenue,Minden,Nebraska,68959,40.4918659,-98.9526304,,,,,node,3827980410,https://www.openstreetmap.org/node/3827980410
,,,,"East 25th Street, Kearney, Nebraska 68848",,East 25th Street,Kearney,Nebraska,68848,40.7024243,-99.0515253,,,,,node,3830150748,https://www.openstreetmap.org/node/3830150748
,,,,"East 25th Street, Kearney, Nebraska 68847",,East 25th Street,Kearney,Nebraska,68847,40.6997828,-99.0669104,,,,,node,3830150864,https://www.openstreetmap.org/node/3830150864
,,,,"Avenue I, Kearney, Nebraska 68847",,Avenue I,Kearney,Nebraska,68847,40.6997056,-99.0698152,,,,,node,3830158745,https://www.openstreetmap.org/node/3830158745
,,,,"East 25th Street, Kearney, Nebraska 68847",,East 25th Street,Kearney,Nebraska,68847,40.7007142,-99.0765664,,,,,node,3830176172,https://www.openstreetmap.org/node/3830176172
,,,,"West 25th Street, Kearney, Nebraska 68845",,West 25th Street,Kearney,Nebraska,68845,40.7008829,-99.0835991,,,,,node,3830182929,https://www.openstreetmap.org/node/3830182929
,,,,"West 11th Street, Kearney, Nebraska 68849",,West 11th Street,Kearney,Nebraska,68849,40.6854574,-99.0852621,,,,,node,3830211670,https://www.openstreetmap.org/node/3830211670
,,,,"West 15th Street, Kearney, Nebraska 68849",,West 15th Street,Kearney,Nebraska,68849,40.6895394,-99.0841007,,,,,node,3830211677,https://www.openstreetmap.org/node/3830211677
,,,,"West 24th Street, Kearney, Nebraska 68849",,West 24th Street,Kearney,Nebraska,68849,40.6985566,-99.1212466,,,,,node,3830211700,https://www.openstreetmap.org/node/3830211700
,,,,"West 18th Street, Kearney, Nebraska 68845",,West 18th Street,Kearney,Nebraska,68845,40.6921345,-99.085026,,,,,node,3830211714,https://www.openstreetmap.org/node/3830211714
,,,,"West 13th Street, Kearney, Nebraska 68849",,West 13th Street,Kearney,Nebraska,68849,40.6869991,-99.0852111,,,,,node,3830211724,https://www.openstreetmap.org/node/3830211724
,,,,"East Fremont Drive, North Platte, Nebraska 69101",,East Fremont Drive,North Platte,Nebraska,69101,41.0991882,-100.7627294,,,,,node,3860521759,https://www.openstreetmap.org/node/3860521759
,,,,"East Walker Road, North Platte, Nebraska 69101",,East Walker Road,North Platte,Nebraska,69101,41.1041203,-100.7626559,,,,,node,3860521765,https://www.openstreetmap.org/node/3860521765
,,,,"South Jeffers Street, North Platte, Nebraska 69101",,South Jeffers Street,North Platte,Nebraska,69101,41.1061126,-100.7650254,,,,,node,3860521772,https://www.openstreetmap.org/node/3860521772
,,,,"East 10th Street, North Platte, Nebraska 69103",,East 10th Street,North Platte,Nebraska,69103,41.1441212,-100.7610825,,,,,node,3860575031,https://www.openstreetmap.org/node/3860575031
,,,,"North Welch Avenue, North Platte, Nebraska 69103",,North Welch Avenue,North Platte,Nebraska,69103,41.1332615,-100.7428087,,,,,node,3860575038,https://www.openstreetmap.org/node/3860575038
,,,,"West A Street, North Platte, Nebraska 69103",,West A Street,North Platte,Nebraska,69103,41.1334817,-100.7643656,,,,,node,3860575051,https://www.openstreetmap.org/node/3860575051
,,,,"South Jeffers Street, North Platte, Nebraska 69101",,South Jeffers Street,North Platte,Nebraska,69101,41.1063471,-100.7628099,,,,,node,3860575056,https://www.openstreetmap.org/node/3860575056
,,,,"East 4th Street, North Platte, Nebraska 69103",,East 4th Street,North Platte,Nebraska,69103,41.1352857,-100.7563404,,,,,node,3860576365,https://www.openstreetmap.org/node/3860576365
,,,,"North Ash Street, North Platte, Nebraska 69103",,North Ash Street,North Platte,Nebraska,69103,41.1473307,-100.7662056,,,,,node,3860576392,https://www.openstreetmap.org/node/3860576392
,,,,"West E Street, North Platte, Nebraska 69103",,West E Street,North Platte,Nebraska,69103,41.1301019,-100.7644138,,,,,node,3860576399,https://www.openstreetmap.org/node/3860576399
,,,,"South Frontage Road, Scottsbluff, Nebraska 69361",,South Frontage Road,Scottsbluff,Nebraska,69361,41.8675947,-103.6429308,,,,,node,3879218217,https://www.openstreetmap.org/node/3879218217
,,,,"E Avenue East, Wisner, Nebraska",,E Avenue East,Wisner,Nebraska,,41.9858878,-96.9122665,,,,,node,3890015037,https://www.openstreetmap.org/node/3890015037
,,,,"Highway 275, West Point, Nebraska 68788",,Highway 275,West Point,Nebraska,68788,41.8278553,-96.709166,,,,,node,3891205085,https://www.openstreetmap.org/node/3891205085
,,,,"East Wisner Street, West Point, Nebraska 68788",,East Wisner Street,West Point,Nebraska,68788,41.85039,-96.7100108,,,,,node,3891205095,https://www.openstreetmap.org/node/3891205095
,,,,"East B Street, McCook, Nebraska 69001",,East B Street,McCook,Nebraska,69001,40.1987891,-100.6213756,,,,,node,4057476702,https://www.openstreetmap.org/node/4057476702
,,,,"West 2nd Street, McCook, Nebraska 69001",,West 2nd Street,McCook,Nebraska,69001,40.1991496,-100.6291137,,,,,node,4057493782,https://www.openstreetmap.org/node/4057493782
,,,,"Ames Avenue, Omaha, Nebraska 68134",,Ames Avenue,Omaha,Nebraska,68134,41.2997949,-96.0050685,,,,,node,4072774047,https://www.openstreetmap.org/node/4072774047
,,,,"Ames Avenue, Omaha, Nebraska 68134",,Ames Avenue,Omaha,Nebraska,68134,41.2998232,-96.0025124,,,,,node,4072774050,https://www.openstreetmap.org/node/4072774050
,,,,"Ames Avenue, Omaha, Nebraska 68134",,Ames Avenue,Omaha,Nebraska,68134,41.2991421,-96.0121549,,,,,node,4072774060,https://www.openstreetmap.org/node/4072774060
,,,,"3002 Cuming Street, Omaha, Nebraska 68131",3002,Cuming Street,Omaha,Nebraska,68131,41.2682995,-95.957128,,,,,node,4079426898,https://www.openstreetmap.org/node/4079426898
,,,,"Center Street, Omaha, Nebraska 68106",,Center Street,Omaha,Nebraska,68106,41.2411916,-95.9659682,,,,,node,4084072827,https://www.openstreetmap.org/node/4084072827
